Class,labels,text,texts
#โรคซึมเศร้า,1,พระเจ้ารักคุณและพระองค์เสด็จลงมาในรูปกายของพระเยซูพระบุตรของพระองค์เพื่อปลดปล่อยคุณให้เป็นอิสระเพื่อมีชีวิตที่ครบบริบูรณ์ความรักของพระองค์ยิ่งใหญ่และเป็นความรักที่แท้จริงอยากให้คุณได้ลองสัมผัสซึมเศร้ากำลังใจโรคซึมเศร้าคริสเตียนพระเจ้าพระเยซูโปรเตสแตนต์,"พระเจ้า,รัก,พระองค์,เสด็จ,ลงมา,รูปกาย,พระเยซู,พระ,บุตร,พระองค์,ปลดปล่อย,เป็นอิสระ,มีชีวิต,ครบบริบูรณ์,ความรัก,พระองค์,ความรัก,ลอง,สัมผัส,ซึมเศร้า,กำลังใจ,โรค,ซึมเศร้า,คริสเตียน,พระเจ้า,พระเยซู,โปรเตสแตนต์"
#โรคซึมเศร้า,1,เคยคิดว่าถ้าโดดลงมาจากชั้นจะตายไหมเอื้ออาทรโรคซึมเศร้า,"โดด,มาจาก,ชั้น,ตาย,ไหม,เอื้ออาทร,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,คอนเท้นท์ดราม่าเกิดขึ้นตลอดเวลามีทุกยุคทุกสมัยถ้าเสพติดใช้ทั้งชีวิตก็เสพไม่หมดแต่ถ้าเลือกที่จะหยุดเราจะมีเวลาเพิ่มทั้งชีวิตเราโรคซึมเศร้า,"คอน,เท้นท์,ดราม่า,เกิดขึ้น,ยุค,เสพติด,ชีวิต,เสพ,เลือก,ที่จะ,หยุด,เวลา,ชีวิต,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,แค่ต้องการอิสระโรคซึมเศร้า,"ต้องการ,อิสระ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เครียดสะสมมันน่ากลัวเหมือนกันนะโรคซึมเศร้า,"เครียด,สะสม,น่ากลัว,เหมือนกัน,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ไม่ชอบเลยที่ตัวเองออนแอเสียงกระซิบในความมืดโรคซึมเศร้า,"ชอบ,ตัวเอง,ออน,แอ,เสียง,กระซิบ,ความมืด,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,รู้สึกกินยารอบนี้ไม่ดีเหมือนรอบที่แล้วเลยโรคซึมเศร้า,"รู้สึก,กิน,ยา,รอบ,ดี,เหมือน,รอบ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,การเติบโตมันเสียเวลาจริงๆโรคซึมเศร้า,"เติบโต,เสียเวลา,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,สุดท้ายก็แพ้ให้กับสิ่งที่ตัวเองเป็นโรคซึมเศร้า,"สุดท้าย,แพ้,ตัวเอง,เป็นโรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ฝากค่าชุมชนขนมหวานเปิดพรีออเดอร์ขนมโฮมเมดรอบส่งวันพุธที่กคนี้ทางร้านใช้ดาร์กช็อกโกแลตและเนยแท้ไร้ไขมันทรานส์ค่าบราวนี่คุกกี้บราวนี่ซอฟคุกกี้ค่าใช้จ่ายนำไปเป็นค่ารักษาโรคซึมเศร้าสอบถามสั่งซื้อทักได้เลยค้าบอร่อยบอกต่อ,"ฝาก,ค่า,ชุมชน,ขนมหวาน,พ,รี,ออเดอร์,ขนม,โฮมเมด,รอบ,พุธ,กค,ร้าน,ดาร,์ก,ช็อกโกแลต,เนย,ไร้,ไขมัน,ทรานส์,ค่า,บรา,ว,คุกกี้,บรา,ว,ซอ,ฟ,คุกกี้,ค่าใช้จ่าย,ค่า,รักษาโรค,ซึมเศร้า,สอบถาม,สั่งซื้อ,ทัก,ค้าบ,อร่อย,บอกต่อ"
#โรคซึมเศร้า,1,สำหรับคนบางกลุ่มขอพรภาวนาให้ตัวเองมีอายุยืนนานแต่บางกลุ่มกลับขอพรให้ตัวเองหลับแบบไม่ต้องตื่นมาพบกับความเจ็บปวดอีกโลกเดียวกันที่ไม่เดียวกันโลกของคุณอาจมีสีสันแต่สำหรับบางคนเขามีแค่สีเทากับดำซึมเศร้าโรคซึมเศร้า,"สำหรับ,คน,ขอพร,ภาวนา,ตัวเอง,มีอายุ,ขอพร,ตัวเอง,หลับ,ไม่ต้อง,ตื่น,ความเจ็บปวด,โลก,กันที่,โลก,มีสีสัน,สำหรับ,บางคน,สีเทา,ดำ,ซึมเศร้า,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,มีคนบอกเราว่าเวลาเศร้าจะคิดสั้นทำไมเคยคิดซ้ำๆอยู่ในหัวว่าทำไมต้องเป็นเราที่ต้องมานั่งทุกข์ใจตลอดเวลาเราก็ไม่อยากก็เป็นนะพอดีว่าสารเคมีในสมองมันไม่สมดุลกันอย่างไครเขาไงโรคซึมเศร้า,"คน,เวลา,เศร้า,คิดสั้น,ซ้ำๆ,หัว,นั่ง,ทุกข์ใจ,สารเคมี,สมอง,สมดุล,ไค,ร,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ทำไมหยุดคิดไม่ได้มันเหนื่อยนะรู้ไหมซึมเศร้าเพื่อนรักโรคซึมเศร้า,"หยุด,เหนื่อย,รู้,ไหม,ซึมเศร้า,เพื่อนรัก,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,กลัวความคิดตัวเองที่สุดเเล้วตอนนี้โรคซึมเศร้าซึมเศร้าเธรดเศร้าความรู้สึก,"กลัว,ความคิด,ตัวเอง,เเล้ว,ตอนนี้,โรค,ซึมเศร้า,ซึมเศร้า,เธรด,เศร้า,ความรู้สึก"
#โรคซึมเศร้า,1,ติดต่อกัญชากัญชาออแกนิคกัญชากรุงเทพกัญชานอกนอนไม่หลับโรคซึมเศร้ากัญชากทม,"ติดต่อ,กัญชา,กัญชา,ออ,นิค,กัญชา,กรุงเทพ,กัญชา,นอนไม่หลับ,โรค,ซึมเศร้า,กัญชา,กทม"
#โรคซึมเศร้า,1,จบวันนี้เลยได้ไหมชีวิตที่ไร้ค่าโรคซึมเศร้า,"จบ,ไหม,ชีวิต,ไร้ค่า,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เพลงดินแดนเนื้อเพลงลึกซึ้งดีเสมือนบอกว่าโลกใบหน้าอาจจะมีความสุขมากกว่านี้โรคซึมเศร้า,"เพลง,ดินแดน,เนื้อเพลง,ลึกซึ้ง,ดี,เสมือน,บอ,โลก,ใบหน้า,มีความสุข,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,คนอื่นเเม่งเป็นไรไปกันหมดมาทดสอบกับความรู้สึกอยู่ได้โรคซึมเศร้าซึมเศร้าเธรดความรู้สึกเธรดเศร้าเศร้า,"คนอื่น,เเม่ง,เป็นไรไป,ทดสอบ,ความรู้สึก,โรค,ซึมเศร้า,ซึมเศร้า,เธรด,ความรู้สึก,เธรด,เศร้า,เศร้า"
#โรคซึมเศร้า,1,โรคซึมเศร้ามีคนเป็นเหมือนเราไหมคือเราไม่เคยรู้สึกอบอุ่นหรือรู้สึกดีเวลากอดแม่รึคนในครอบครัวเลยเรารู้สึกแปลกๆเป็นแบบนี้มาตั้งแต่เกิดเลยเรารู้สึกเฉยๆรู้สึกห่างเหินทั้งตัวติดรู้สึกเหมือนเป็นคนแปลกหน้าทั้งที่ตอนนั้นเราว่าเราไม่ได้เป็นโรคซึมเศร้ามันเหมือนว่าเราไม่ได้รักใครเลย,"โรค,ซึมเศร้า,คน,เหมือน,ไหม,รู้สึก,อบอุ่น,รู้สึก,ดี,เวลา,กอด,แม่,คนใน,ครอบครัว,รู้สึก,แปลก,แบบนี้,รู้สึก,รู้สึก,ห่างเหิน,ติด,รู้สึก,เหมือน,คนแปลกหน้า,ตอนนั้น,เป็นโรค,ซึมเศร้า,เหมือนว่า,รัก"
#โรคซึมเศร้า,1,ไม่รู้ว่าตอนนี้ต้องมีความรู้สึกยังไงคือสับสนรู้สึกงงกับสิ่งที่มันเกิดขึ้นในชีวิตปีนี้เป็นอะไรที่หนักหน่วงสำหรับเราจริงๆมันไม่น่าจะเกิดขึ้นได้กับเราขอกำลังใจหน่อยไบโพล่าร์โรคซึมเศร้า,"รู้,ตอนนี้,มีความรู้สึก,สับสน,รู้สึก,งง,เกิดขึ้น,ชีวิต,ปี,หนักหน่วง,สำหรับ,เกิดขึ้น,กำลังใจ,ไบ,โพ,ล่า,ร์,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,คำพูดของเขาทำเอาเรานอนไม่หลับเลยยาก็ไม่ช่วยโรคซึมเศร้า,"คำพูด,ทำเอา,นอนไม่หลับ,ยา,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,หางเสือตะนาวศรีติดต่อกัญชากัญชาออแกนิคกัญชากรุงเทพกัญชานอกนอนไม่หลับโรคซึมเศร้ากัญชากทม,"หางเสือ,ตะนาวศรี,ติดต่อ,กัญชา,กัญชา,ออ,นิค,กัญชา,กรุงเทพ,กัญชา,นอนไม่หลับ,โรค,ซึมเศร้า,กัญชา,กทม"
#โรคซึมเศร้า,1,ดึงตัวเองขึ้นไม่ได้แล้วจริงๆตอนนี้ไม่รู้เลยด้วยซ้ำว่าต้องการอะไรนอกจากหายไปโรคซึมเศร้า,"ดึง,ตัวเอง,ตอนนี้,รู้,ด้วยซ้ำ,ต้องการ,หาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ไม่ได้อยากมีความสุขแต่ไม่อยากรู้สึกแย่ไปมากกว่านี้โรคซึมเศร้า,"มีความสุข,รู้สึก,แย่,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เราจะทนอยู่บนโลกที่แสนโหดร้ายนี้ได้อีกนานแค่ไหนกันนะโรคซึมเศร้า,"ทน,โลก,แสน,โหดร้าย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เมื่อไหร่จะหายไปสักทีโรคซึมเศร้า,"หาย,สักที,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เคยรู้สึกขนาดที่เกลียดการมีอยู่ของตัวเองไหมรู้สึกเหมือนกับว่าไม่มีใครยินดีกับการมีอยู่ของเราเลยไม่มีเราก็ได้แย่ถึงขนาดอยากลบตัวเองออกไปจากชีวิตทุกคนแม้กระทั่งชีวิตตัวเองโรคซึมเศร้า,"รู้สึก,ขนาดที่,เกลียด,ตัวเอง,ไหม,รู้สึก,เหมือนกับ,ยินดี,แย่,ถึงขนาด,ลบ,ตัวเอง,ชีวิต,ชีวิต,ตัวเอง,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ทุกคนอยากให้อยู่แต่ไม่มีใครสักคนเข้าใจบอกให้ต้องอยู่แต่ไม่มีสักคนที่ถามว่าโอเคไหมบอกให้อยู่แต่มีเรื่องกลายต้องมานั่งแก้ปัญหาคนเดียวแม้ปัญหานั้นเราจะไม่ได้ก่อโรคซึมเศร้า,"สัก,คน,สัก,คน,ถาม,โอเค,ไหม,มีเรื่อง,กลาย,นั่ง,แก้ปัญหา,คนเดียว,ปัญหา,ก่อ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ยิ่งดึกยิ่งดิ่งสินะโรคซึมเศร้า,"ดึก,ดิ่ง,สิ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,บางทีก็สงสัยว่าโลกหรือคนกันแน่ที่ใจร้ายโรคซึมเศร้า,"สงสัย,โลก,คน,แน่,ใจร้าย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เหนื่อยโรคซึมเศร้า,"เหนื่อย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ไม่ต้องมาพยายามเข้าใจเราหรอกขนาดเรายังไม่เข้าใจตัวเองเลยโรคซึมเศร้า,"ไม่ต้อง,หรอก,ขนาด,ตัวเอง,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,รู้สึกเสียใจทุกครั้งเลยนะที่พูดจาไม่ดีใส่พ่อแต่ไม่แฟร์เหมือนกันทำไมต้องทิ้งปัญหาทุกอย่างไว้ที่กูทำไมเวลาถามอะไรถึงไม่ตอบแล้วสุดท้ายไม่ใช่กูหรอที่ต้องมานั่งแก้ปัญหาให้ตลอดโรคซึมเศร้า,"รู้สึก,เสียใจ,พูดจา,ดี,ใส่,พ่อ,แฟร์,เหมือนกัน,ทิ้ง,ปัญหา,เวลา,ถาม,ตอบ,สุดท้าย,หรอ,นั่ง,แก้ปัญหา,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ชีวิตเหมือนไม่มีเป้าหมายโรคซึมเศร้า,"ชีวิต,เหมือน,เป้าหมาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากเป็นคนที่ร่าเริงกว่านี้ยิ้มได้เยอะกว่านี้โรคซึมเศร้า,"คน,ร่าเริง,ยิ้ม,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากไปพบแพทย์มากค่ะแต่ไม่อยากให้ครอบครัวรู้แต่ถ้าจะไปเองก็ค่อนข้างยากเพราะครอบครัวไม่ค่อยปล่อยจะไปไหนเค้าก็รู้ตลอดแต่ถ้าจะให้โทรเราก็ไม่กล้าเหมือนกัน,"แพทย์,ครอบครัว,รู้,ครอบครัว,ปล่อย,เค้า,รู้,โทร,กล้า,เหมือนกัน"
#โรคซึมเศร้า,1,ยานอนหลับของคืนนี้ชนกันไก้นะถ้าความรู้สึกเดียวกันร้องไห้คนเดียวมันเป็นเรื่องปกติแล้วสินะตัวฉันเองโรคซึมเศร้า,"ยานอนหลับ,คืนนี้,ชน,ไก้,ความรู้สึก,ร้องไห้,คนเดียว,เป็นเรื่อง,ปกติ,สิ,ตัว,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,สำหรับเราจะตายทิพย์ตายจริงก็อย่าไปว่าเขาเลยค่ะถ้าคุณไม่พอใจเค้าก็แค่ไม่สนใจอย่าไปด่าพูดทำร้ายจิตใจหรือไล่ใครไปตายเลยตอนนี้ไม่ตายแต่ถ้ามันเป็นจริงขึ้นมาคุณจะรู้สึกผิดก็ไม่ทันแล้วจากใจคนที่เป็นโรคโรคซึมเศร้านี้จริงๆแอนตี้ปลาวาฬ,"สำหรับ,ตาย,ทิพย์,ตาย,อย่า,พอใจ,เค้า,สนใจ,อย่า,ด่า,ทำร้าย,จิตใจ,ไล่,ตาย,ตอนนี้,ตาย,เป็นจริง,รู้สึก,ใจ,คน,เป็นโรค,โรค,ซึมเศร้า,แอนตี้,ปลาวาฬ"
#โรคซึมเศร้า,1,ครอบครัวแม่งแย่โรคซึมเศร้า,"ครอบครัว,แม่,ง,แย่,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,คือเราเลิกกินยาเองมาปีกว่าแล้วตอนนี้เราเป็นอีกเเล้วเราควรกลับไปหาหมออีกมั้ยหรือเราต้องทำยังไงต่อใครมีคำแนะนำดีๆแนะนำได้นะคะโรคซึมเศร้า,"เลิก,กิน,ยา,ปีก,ว่าแล้ว,ตอนนี้,เเล้ว,ไปหา,หมอ,ทำ,คำแนะนำ,ดี,แนะนำ,นะคะ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เมื่อไรจะตายสักที่อยู่แบบนี้แม่งโคตรทรมานเลยเบื่อชีวิตแม่ไม่มีอะไรดีสักอย่างไม่อย่าอยู่แล้วไม่อยากร้องไห้อีกแล้วไม่อยากถูกมองว่าอ่อนแอเรียกร้องความสนใจอีกแล้วโรคซึมเศร้าโรคเครียดอยากตายครอบครัวไม่ใช่เซฟโซน,"ตาย,สัก,ที่อยู่,แบบนี้,แม่,ง,โคตร,ทรมาน,เบื่อชีวิต,แม่,ดี,สัก,อย่า,อยู่แล้ว,ร้องไห้,อีกแล้ว,อ่อนแอ,เรียกร้อง,ความสนใจ,อีกแล้ว,โรค,ซึมเศร้า,โรค,เครียด,ตาย,ครอบครัว,เซฟ,โซน"
#โรคซึมเศร้า,1,ใส่เสื้อกันหนาวทั้งวันนี่โคตรร้อนเลยโรคซึมเศร้า,"ใส่,เสื้อกันหนาว,ทั้งวัน,โคตร,ร้อน,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ฉันหยุดยาวเพื่อมาทำงานหนักทั้งอาทิตย์ตายพอดีโรคซึมเศร้า,"หยุด,ทำงานหนัก,อาทิตย์,ตาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากมีความสุขกับเค้าบ้างแค่เล็กๆน้อยๆก็ยังดีโรคซึมเศร้า,"มีความสุข,เค้า,ดี,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากเป็นคนเก่งให้แม่ภูมิใจแต่เป็นได้แค่คนแย่ๆที่ทำให้แม่เสียใจโรคซึมเศร้า,"คนเก่ง,แม่,ภูมิใจ,เป็นได้,คน,แย่,แม่,เสียใจ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ร้องไห้ร้องไห้ร้องไห้ทำได้แค่นี้โรคซึมเศร้า,"ร้องไห้,ร้องไห้,ร้องไห้,ทำได้,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ยังไม่ทันจะเลิกงานเลยใจหวิวนำไปก่อนแล้วก็คือต้องทำงานเท่านั้นถึงจะไม่ดิ่งหรอโรคซึมเศร้า,"เลิกงาน,ใจหวิว,แล้วก็,ทำงาน,ดิ่ง,หรอ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากตายวันละเป็นพันๆรอบโรคซึมเศร้า,"ตาย,พัน,รอบ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เวลาทุกคนรู้สึกไม่เหลือใครทุกคนทำยังไงให้ผ่านช่วงเวลานั้นไปได้หรอคะโรคซึมเศร้า,"เวลา,รู้สึก,ทำ,ช่วงเวลา,หรอ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,มึงอยากมีที่ระบายชิบหายเลยว่ัครอบครัวไม่ใช่เซฟโซนเหนื่อยกับชีวิตสอบกลางภาคระบายอยากระบายความกดดันโรคซึมเศร้า,"ระบาย,ชิบหาย,ว่ั,ครอบครัว,เซฟ,โซน,เหนื่อย,ชีวิต,สอบ,กลาง,ระบาย,ระบาย,ความกดดัน,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เอาอีกแล้วทั้งๆที่มันจะดีแต่กับแย่ลงโดนเพื่องทิ้งอีกแล้วอืมโรคซึมเศร้า,"อีกแล้ว,ดีแต่,แย่,โดน,ง,ทิ้ง,อีกแล้ว,อืม,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ในช่วงหลายปีที่ผ่านมาสื่อต่างๆมีการนำเสนอข่าวอาชญากรรมและข่าวการฆ่าตัวตายมากมายซึ่งล้วนแต่เกี่ยวโยงกับโรคซึมเศร้าออกมาอย่างต่อเนื่องเราจึงควรตระหนักได้ว่าโรคซึมเศร้าใกล้ตัวกว้าเรามากกว่าที่คิดโรคซึมเศร้าโรคจิตเวชซึมเศร้า,"ปี,ที่ผ่านมา,สื่อ,นำเสนอ,ข่าว,อาชญากรรม,ข่าว,การฆ่าตัวตาย,เกี่ยวโยง,โรค,ซึมเศร้า,ออกมา,ต่อเนื่อง,ตระหนัก,โรค,ซึมเศร้า,ตัว,ก,ว้า,โรค,ซึมเศร้า,โรค,จิตเวช,ซึมเศร้า"
#โรคซึมเศร้า,1,ซึมเศร้าก็เป็นมาติดโควิดรอบงามมั้ยละมึงเครียดกว่าเดิมอีกเหนื่อยกว่าเดิมอีกท้อกว่าเดิมอีกการอยู่คนเดียวมันแย่มากนะแต่ก็ต้องทนเอาอะโรคซึมเศร้า,"ซึมเศร้า,เป็นมา,ติด,โควิด,รอบ,งาม,เครียด,เดิม,เหนื่อย,เดิม,ท้อ,เดิม,คนเดียว,แย่มาก,ทน,อะ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากหายไปโรคซึมเศร้า,"หาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ไม่กล้าพูดเต็มปากกับใครว่าตัวเองเป็นซึมเศร้าแม้กระทั่งการที่จะไปพบจิตแพทย์ยังกลัวที่จะไปปรึกษาด้วยซ้ำโรคซึมเศร้า,"กล้า,เต็มปาก,ตัวเอง,ซึมเศร้า,ที่จะ,จิตแพทย์,กลัว,ที่จะ,ปรึกษา,ด้วยซ้ำ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ทำไมเราไม่มีความสุขเราเป็นซึมเศร้าหรือเปล่าชวนทำแบบประเมินโรคซึมเศร้าพร้อมปรึกษานักจิตวิทยาผ่านแอปฯกับโครงการโรคซึมเศร้ารู้เท่าทันรายละเอียดคลิกหมอดีหมอประจำบ้านในมือคุณโรคซึมเศร้าสุขภาพจิตสุขภาพใจ,"มีความสุข,ซึมเศร้า,ชวน,ทำ,ประเมิน,โรค,ซึมเศร้า,ปรึกษา,นักจิตวิทยา,แอ,ปฯ,โครงการ,โรค,ซึมเศร้า,รู้เท่าทัน,รายละเอียด,คลิก,หมอ,ดี,หมอ,ประจำ,บ้าน,มือ,โรค,ซึมเศร้า,สุขภาพจิต,สุขภาพ,ใจ"
#โรคซึมเศร้า,1,เป็นคนหนึ่งที่ห่วงความรู้สึกคนอื่นมากกว่าตัวเองแล้วความรู้สึกเราล่ะคนอื่นจะคิดถึงบ้างไหมโรคซึมเศร้าเบื่อ,"คน,ห่วง,ความรู้สึก,คนอื่น,ตัวเอง,ความรู้สึก,ล่ะ,คนอื่น,คิดถึง,ไหม,โรค,ซึมเศร้า,เบื่อ"
#โรคซึมเศร้า,1,มาขอโทษตอนที่เราเสียใจมากขนานนี้แล้วก็มาคิดเองว่าเราไปติวด้วยไม่ได้ทำไมไม่ถามกันก่อนล่ะหรือไม่จำเป็นต้องมาถามเราหรอลืมเรากันหมดเลยหรอโรคซึมเศร้า,"ขอโทษ,ตอนที่,เสียใจ,ขนาน,แล้วก็,ติว,ถาม,ล่ะ,จำเป็นต้อง,ถาม,หรอ,ลืม,หรอ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,สวัสดีครับตอนนี้คลินิกความตายเปิดให้บริการแล้วสามารถทักมาเป็นสมาชิกกับเราได้ไม่เสียค่าใช้จ่ายใดๆทั้งสิ้นเพราะเรามีจุดมุ่งหมายเดี๋ยวกันคือความตายโรคซึมเศร้าโรคไบโพล่าร์โรคเครียดอยากตาย,"สวัสดี,ตอนนี้,คลินิก,ความตาย,ให้บริการ,ทัก,เป็นสมาชิก,เสียค่าใช้จ่าย,จุดมุ่งหมาย,เดี๋ยว,ความตาย,โรค,ซึมเศร้า,โรค,ไบ,โพ,ล่า,ร์,โรค,เครียด,ตาย"
#โรคซึมเศร้า,1,ไม่ใช่ว่าโลกนี้มันไม่น่าอยู่แต่สังคมครอบครัวมันไม่น่าอยู่ต่างหากล่ะโรคซึมเศร้า,"โลก,น่าอยู่,สังคม,ครอบครัว,น่าอยู่,ล่ะ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,นทำไมการใช้ชีวิตมันยากขนาดนี้อ่ะเราไลฟ์ขายของมาชั่วโมงได้ลูกค้ามาคนนึงแต่โดนโกงโดนเทโดนเอฟเล่นมันเรียกว่าอะไรดีล่ะเราโคตรท้อเลยอ่ะความรู้สึกดีใจที่มีลูกค้าเข้ามามันแตกสลายเป็นผุยผงไปเลยอยากจะร้องไห้แต่ก็ร้องไม่ออกเหนื่อยอ่ะโรคซึมเศร้า,"น,ใช้ชีวิต,ขนาด,อ่ะ,ไลฟ์,ขายของ,ชั่วโมง,ลูกค้า,คน,นึง,โดน,โกง,โดน,เท,โดน,เอฟ,เล่น,ดี,ล่ะ,โคตร,ท้อ,อ่ะ,ความรู้สึก,ดีใจ,ลูกค้า,เข้ามา,แตกสลาย,ผุยผง,ร้องไห้,ร้อง,เหนื่อย,อ่ะ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ซึมเศร้าโรคซึมเศร้าอยากตายเหนื่อย,"ซึมเศร้า,โรค,ซึมเศร้า,ตาย,เหนื่อย"
#โรคซึมเศร้า,1,เมื่อไหร่พระเจ้าจะมอบความสุขให้เราบ้างโรคซึมเศร้า,"พระเจ้า,มอบ,ความสุข,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,จริงๆความสุขมันก็พอมีอยู่นะแต่เหมือนเข้าไม่ถึงอ่ะทั้งที่มันกองอยู่ตรงหน้าแต่หยิบไม่ได้โรคซึมเศร้า,"ความสุข,เหมือน,อ่ะ,กอง,ตรงหน้า,หยิบ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อุตส่าหยุดยาสุดท้ายก็กลับมาเหมือนเดิมโรคซึมเศร้า,"อุ,ต,ส่า,หยุด,ยา,สุดท้าย,กลับมา,เหมือนเดิม,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,โรงพยาบาลรัฐบางทีก็คือแหล่งซ้ำเติมทั้งทางกายและจิตใจไม่ใช่เซฟโซนสำหรับผู้ป่วยเลยโรงบาลรัฐโรคซึมเศร้าซึมเศร้าเพื่อนรัก,"โรงพยาบาล,รัฐ,แหล่ง,ซ้ำเติม,ทางกาย,จิตใจ,เซฟ,โซน,สำหรับ,ผู้ป่วย,โรงบาล,รัฐ,โรค,ซึมเศร้า,ซึมเศร้า,เพื่อนรัก"
#โรคซึมเศร้า,1,เซฟโซนของผมห้องนอนยานอนหลับโรคซึมเศร้า,"เซฟ,โซน,ผม,ห้องนอน,ยานอนหลับ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อาการไม่อยากอยู่เบื่อทุกอย่างว่างเปล่ามันกลับมาอีกแล้วเมื่อไหร่จะหายโรคซึมเศร้า,"อาการ,เบื่อ,ว่างเปล่า,กลับมา,อีกแล้ว,หาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เป็นวันที่ไม่อยากทำอะไรเเค่อยากหลับไปเเล้วไม่ตื่นโรคซึมเศร้า,"วันที่,ทำ,เเค่,หลับ,เเล้ว,ตื่น,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เป็นคนเงียบขรึมก็ไม่เเปลว่าฉันจะร้ายไม่เป็นนะเเค่ไม่เอาไปใช้กับคนที่ดีเเค่นั้นเองโรคซึมเศร้า,"คน,เงียบขรึม,เ,เปล,ร้าย,เเค่,ใช้กับ,คน,ดี,เเค่,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เหนื่อยมากๆเลยนะทุกวันนี้เหมือนใช้ชีวิตไปเรื่อยๆไม่มีจุดมุ่งหมายอะไรในชีวิตเลยตื่นเช้ามาไปเรียนเรียนเสร็จกลับห้องวนกันอยู่อย่างนี้ทุกวันเวลาเหนื่อยๆก็ได้แต่ร้องไห้กับตัวเองไม่มีใครคอยรับฟังเราเลยสักคนบางครั้งดิ่งมากๆจนไม่อยากอยู่บนโลกใบนี้เลยเหนื่อยซึมเศร้าโรคซึมเศร้า,"เหนื่อย,เหมือน,ใช้ชีวิต,จุดมุ่งหมาย,ชีวิต,ตื่น,เช้า,เรียน,เรียน,ห้อง,วน,เวลา,เหนื่อย,ร้องไห้,ตัวเอง,คอย,รับฟัง,สัก,คน,ดิ่ง,ๆจน,โลก,ใบ,เหนื่อย,ซึมเศร้า,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ตายยากจังวะโรคซึมเศร้าอยากตาย,"ตาย,วะ,โรค,ซึมเศร้า,ตาย"
#โรคซึมเศร้า,1,ขอกอดหน่อยได้ไหมคะโรคซึมเศร้า,"กอด,ไหม,โรค,ซึมเศร้า"
